"ContentKey","FishKey","Prey_OS_ID","ScientificName_W","CommonName_DB","Prey_Detail_Code","PreyWt","Prey_Count","OS_ID","Length","Year","Trawl_ID","Study.Area","Start.Depth","End.Depth","Start.Lat.Degree","Start.Lat.Minutes","Start.Long.Degree","Start.Long.Minutes","Phylum","Order","region","pred.name","depth","length.range","sampled.stomach"
"62114122_892_3_1_-1417_765","62114122_892_3_1_-1417",9998,"Empty","EMPTY",NA,0,NA,892,35.1,2019,62114122,"SFA2EX",421,423,63,28.871,60,31.454,NA,NA,"EAZ","Greenland halibut","400-500 m","31-35",1
"62114122_892_3_1_-1418_771","62114122_892_3_1_-1418",9998,"Empty","EMPTY",NA,0,NA,892,29.1,2019,62114122,"SFA2EX",421,423,63,28.871,60,31.454,NA,NA,"EAZ","Greenland halibut","400-500 m","26-30",1
"62114122_892_3_1_-1419_775","62114122_892_3_1_-1419",4545,"Cephalopoda","CEPHALOPOD",81,1.39,NA,892,27.2,2019,62114122,"SFA2EX",421,423,63,28.871,60,31.454,"Mollusca",NA,"EAZ","Greenland halibut","400-500 m","26-30",1
"62114128_89_3_1_-1447_1170","62114128_89_3_1_-1447",8111,"Pandalus borealis","SHRIMP",NA,18.622,2,89,38.3,2019,62114128,"SFA2EX",338,339,63,42.0365,60,52.3549,"Arthropoda","Decapoda","EAZ","Skate","300-400 m","36-40",1
"62114130_89_3_1_-1448_1166","62114130_89_3_1_-1448",9998,"Empty","EMPTY",NA,NA,NA,89,46.4,2019,62114130,"SFA2EX",634,634,63,47.8887,60,6.8535,NA,NA,"EAZ","Skate","500-750 m","46-50",1
"62114137_892_3_1_-1450_37","62114137_892_3_1_-1450",6967,"Themisto","HYPERID AMPHIPOD",NA,0.088,2,892,12.5,2019,62114137,"SFA2EX",375,368,64,32.481,60,24.8664,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","11-15",1
"62114137_892_3_1_-1451_39","62114137_892_3_1_-1451",6967,"Themisto","HYPERID AMPHIPOD",81,0.2,NA,892,13.4,2019,62114137,"SFA2EX",375,368,64,32.481,60,24.8664,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","11-15",1
"62114137_892_3_1_-1452_42","62114137_892_3_1_-1452",6967,"Themisto","HYPERID AMPHIPOD",81,0.46,NA,892,18.1,2019,62114137,"SFA2EX",375,368,64,32.481,60,24.8664,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","16-20",1
"62114137_892_3_1_-1453_40","62114137_892_3_1_-1453",6967,"Themisto","HYPERID AMPHIPOD",NA,0.131,3,892,19,2019,62114137,"SFA2EX",375,368,64,32.481,60,24.8664,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","16-20",1
"62114137_892_3_1_-1454_43","62114137_892_3_1_-1454",6967,"Themisto","HYPERID AMPHIPOD",81,0.306,NA,892,19.9,2019,62114137,"SFA2EX",375,368,64,32.481,60,24.8664,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","16-20",1
"62114138_792_3_1_-1458_1011","62114138_792_3_1_-1458",6080,"Copepoda","COPEPOD",81,0.054,NA,792,9.9,2019,62114138,"SFA2EX",337,360,64,34.0665,60,45.4303,"Arthropoda",NA,"EAZ","Redfish","300-400 m","6-10",1
"62114138_89_3_1_-1457_1021","62114138_89_3_1_-1457",8110,"Pandalus","SHRIMP",NA,11.346,1,89,40.7,2019,62114138,"SFA2EX",337,360,64,34.0665,60,45.4303,"Arthropoda","Decapoda","EAZ","Skate","300-400 m","36-40",1
"62114138_892_3_1_-1463_1016","62114138_892_3_1_-1463",6930,"Amphipoda","AMPHIPOD",81,0.21,NA,892,10.1,2019,62114138,"SFA2EX",337,360,64,34.0665,60,45.4303,"Arthropoda","Amphipoda","EAZ","Greenland halibut","300-400 m","6-10",1
"62114138_892_3_1_-1464_1026","62114138_892_3_1_-1464",8111,"Pandalus borealis","SHRIMP",NA,7.179,1,892,41.1,2019,62114138,"SFA2EX",337,360,64,34.0665,60,45.4303,"Arthropoda","Decapoda","EAZ","Greenland halibut","300-400 m","41-45",1
"62114140_438_3_1_-1477_231","62114140_438_3_1_-1477",6000,"Crustacea","CRUSTACEAN",81,2.442,NA,438,33.5,2019,62114140,"SFA2EX",348,349,64,36.4048,59,41.7086,"Arthropoda",NA,"EAZ","Atlantic cod","300-400 m","31-35",1
"62114140_438_3_1_-1478_232","62114140_438_3_1_-1478",8111,"Pandalus borealis","SHRIMP",NA,5.77,1,438,34.3,2019,62114140,"SFA2EX",348,349,64,36.4048,59,41.7086,"Arthropoda","Decapoda","EAZ","Atlantic cod","300-400 m","31-35",1
"62114140_90_3_1_-1479_224","62114140_90_3_1_-1479",6000,"Crustacea","CRUSTACEAN",81,0.035,NA,90,19.8,2019,62114140,"SFA2EX",348,349,64,36.4048,59,41.7086,"Arthropoda",NA,"EAZ","Skate","300-400 m","16-20",1
"62114144_794_3_1_-1491_1165","62114144_794_3_1_-1491",7994,"Meganyctiphanes norvegica","EUPHAUSID",NA,0.711,1,794,21.4,2019,62114144,"SFA2EX",377,377,64,8.3465,59,42.6824,"Arthropoda","Euphausiacea","EAZ","Redfish","300-400 m","21-25",1
"62114144_794_3_1_-1492_1164","62114144_794_3_1_-1492",9998,"Empty","EMPTY",NA,NA,NA,794,24.8,2019,62114144,"SFA2EX",377,377,64,8.3465,59,42.6824,NA,NA,"EAZ","Redfish","300-400 m","21-25",1
"62114145_892_3_1_-1496_622","62114145_892_3_1_-1496",9998,"Empty","EMPTY",NA,NA,NA,892,54.8,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","51-55",1
"62114145_892_3_1_-1497_621","62114145_892_3_1_-1497",9998,"Empty","EMPTY",NA,NA,NA,892,53.5,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","51-55",1
"62114145_892_3_1_-1498_623","62114145_892_3_1_-1498",859,"Liparis fabricii","GELATINOUS SEASNAIL",88,5.037,1,892,51.2,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,"Chordata","Perciformes","EAZ","Greenland halibut","500-750 m","51-55",1
"62114145_892_3_1_-1510_614","62114145_892_3_1_-1510",8135,"Pontophilus norvegicus","SHRIMP",NA,1.384,1,892,50.3,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,"Arthropoda","Decapoda","EAZ","Greenland halibut","500-750 m","46-50",1
"62114145_892_3_1_-1511_620","62114145_892_3_1_-1511",9998,"Empty","EMPTY",NA,NA,NA,892,50.2,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","46-50",1
"62114145_892_3_1_-1512_619","62114145_892_3_1_-1512",9998,"Empty","EMPTY",NA,NA,NA,892,47.5,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","46-50",1
"62114145_892_3_1_-1513_618","62114145_892_3_1_-1513",9998,"Empty","EMPTY",NA,NA,NA,892,45.9,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","41-45",1
"62114145_892_3_1_-1514_611","62114145_892_3_1_-1514",10560,"Mysida","MYSID",5,0.014,1,892,42.3,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,"Arthropoda","Mysida","EAZ","Greenland halibut","500-750 m","41-45",1
"62114145_892_3_1_-1515_617","62114145_892_3_1_-1515",7935,"Boreomysis (Boreomysis) arctica","MYSID",NA,0.18,1,892,38.1,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,"Arthropoda","Mysida","EAZ","Greenland halibut","500-750 m","36-40",1
"62114145_892_3_1_-1516_609","62114145_892_3_1_-1516",9998,"Empty","EMPTY",NA,NA,NA,892,36,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","36-40",1
"62114145_892_3_1_-1517_613","62114145_892_3_1_-1517",9998,"Empty","EMPTY",NA,NA,NA,892,37.9,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","36-40",1
"62114145_892_3_1_-1518_610","62114145_892_3_1_-1518",9998,"Empty","EMPTY",NA,NA,NA,892,34.8,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","31-35",1
"62114145_892_3_1_-1519_606","62114145_892_3_1_-1519",9998,"Empty","EMPTY",NA,NA,NA,892,35.6,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","31-35",1
"62114145_892_3_1_-1520_612","62114145_892_3_1_-1520",9998,"Empty","EMPTY",NA,NA,NA,892,32.3,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","31-35",1
"62114145_892_3_1_-1521_607","62114145_892_3_1_-1521",9998,"Empty","EMPTY",NA,NA,NA,892,28.1,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","26-30",1
"62114145_892_3_1_-1522_608","62114145_892_3_1_-1522",9998,"Empty","EMPTY",NA,NA,NA,892,29,2019,62114145,"SFA2EX",600,597,63,53.0071,59,13.3897,NA,NA,"EAZ","Greenland halibut","500-750 m","26-30",1
"62114146_89_3_1_-1531_1193","62114146_89_3_1_-1531",9998,"Empty","EMPTY",NA,NA,NA,89,43.5,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Skate","500-750 m","41-45",1
"62114146_892_3_1_-1533_1191","62114146_892_3_1_-1533",9998,"Empty","EMPTY",NA,NA,NA,892,20.9,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","16-20",1
"62114146_892_3_1_-1534_1192","62114146_892_3_1_-1534",9998,"Empty","EMPTY",NA,NA,NA,892,20.2,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","16-20",1
"62114146_892_3_1_-1535_1190","62114146_892_3_1_-1535",9998,"Empty","EMPTY",NA,NA,NA,892,13.1,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","11-15",1
"62114146_892_3_1_-1536_1221","62114146_892_3_1_-1536",9998,"Empty","EMPTY",NA,NA,NA,892,67.1,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","66-70",1
"62114146_892_3_1_-1537_1223","62114146_892_3_1_-1537",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",90,0.49,NA,892,63.6,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,"Pisces",NA,"EAZ","Greenland halibut","500-750 m","61-65",1
"62114146_892_3_1_-1538_1222","62114146_892_3_1_-1538",9998,"Empty","EMPTY",NA,NA,NA,892,59.4,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","56-60",1
"62114146_892_3_1_-1539_1220","62114146_892_3_1_-1539",9998,"Empty","EMPTY",NA,NA,NA,892,56.6,2019,62114146,"SFA2EX",620,618,64,1.6729,59,7.2977,NA,NA,"EAZ","Greenland halibut","500-750 m","56-60",1
"62114149_89_3_1_-1579_1257","62114149_89_3_1_-1579",4950,"Polychaeta","POLYCHAETE",81,0.05,NA,89,39.7,2019,62114149,"SFA2EX",617,614,64,52.6698,58,25.5044,"Annelida",NA,"EAZ","Skate","500-750 m","36-40",1
"62114149_89_3_1_-1580_1254","62114149_89_3_1_-1580",6930,"Amphipoda","AMPHIPOD",81,0.062,NA,89,34.3,2019,62114149,"SFA2EX",617,614,64,52.6698,58,25.5044,"Arthropoda","Amphipoda","EAZ","Skate","500-750 m","31-35",1
"62114151_892_3_1_-1545_1186","62114151_892_3_1_-1545",9998,"Empty","EMPTY",NA,NA,NA,892,29.5,2019,62114151,"SFA2EX",570,568,65,38.8021,57,49.1669,NA,NA,"EAZ","Greenland halibut","500-750 m","26-30",1
"62114151_892_3_1_-1546_1185","62114151_892_3_1_-1546",6000,"Crustacea","CRUSTACEAN",81,0.252,NA,892,19.8,2019,62114151,"SFA2EX",570,568,65,38.8021,57,49.1669,"Arthropoda",NA,"EAZ","Greenland halibut","500-750 m","16-20",1
"62114151_892_3_1_-1547_1187","62114151_892_3_1_-1547",9998,"Empty","EMPTY",NA,NA,NA,892,24.6,2019,62114151,"SFA2EX",570,568,65,38.8021,57,49.1669,NA,NA,"EAZ","Greenland halibut","500-750 m","21-25",1
"62114151_892_3_1_-1548_1184","62114151_892_3_1_-1548",7933,"Boreomysis","MYSID",NA,0.494,1,892,21.1,2019,62114151,"SFA2EX",570,568,65,38.8021,57,49.1669,"Arthropoda","Mysida","EAZ","Greenland halibut","500-750 m","21-25",1
"62114151_90_3_1_-1541_1207","62114151_90_3_1_-1541",6967,"Themisto","HYPERID AMPHIPOD",81,0.084,NA,90,45,2019,62114151,"SFA2EX",570,568,65,38.8021,57,49.1669,"Arthropoda","Amphipoda","EAZ","Skate","500-750 m","41-45",1
"62114152_892_3_1_-1560_1019","62114152_892_3_1_-1560",9998,"Empty","EMPTY",NA,NA,NA,892,13.8,2019,62114152,"SFA2EX",581,582,66,1.4092,57,43.5626,NA,NA,"EAZ","Greenland halibut","500-750 m","11-15",1
"62114152_892_3_1_-1561_1020","62114152_892_3_1_-1561",6000,"Crustacea","CRUSTACEAN",81,0.067,NA,892,12.2,2019,62114152,"SFA2EX",581,582,66,1.4092,57,43.5626,"Arthropoda",NA,"EAZ","Greenland halibut","500-750 m","11-15",1
"62114153_892_3_1_-1564_842","62114153_892_3_1_-1564",9998,"Empty","EMPTY",NA,NA,NA,892,65.5,2019,62114153,"SFA2EX",540,537,66,14.8871,57,41.2112,NA,NA,"EAZ","Greenland halibut","500-750 m","61-65",1
"62114153_892_3_1_-1565_843","62114153_892_3_1_-1565",7935,"Boreomysis (Boreomysis) arctica","MYSID",NA,1.624,5,892,68.2,2019,62114153,"SFA2EX",540,537,66,14.8871,57,41.2112,"Arthropoda","Mysida","EAZ","Greenland halibut","500-750 m","66-70",1
"62114154_892_3_1_-1573_1013","62114154_892_3_1_-1573",7933,"Boreomysis","MYSID",81,3.978,NA,892,56.2,2019,62114154,"SFA2EX",584,581,66,9.2915,58,24.4529,"Arthropoda","Mysida","EAZ","Greenland halibut","500-750 m","56-60",1
"62114154_892_3_1_-1574_1010","62114154_892_3_1_-1574",9998,"Empty","EMPTY",NA,NA,NA,892,64.3,2019,62114154,"SFA2EX",584,581,66,9.2915,58,24.4529,NA,NA,"EAZ","Greenland halibut","500-750 m","61-65",1
"62114155_89_3_1_-1581_603","62114155_89_3_1_-1581",6000,"Crustacea","CRUSTACEAN",81,0.239,NA,89,32.5,2019,62114155,"SFA2EX",500,500,65,45.2161,58,25.4682,"Arthropoda",NA,"EAZ","Skate","400-500 m","31-35",1
"62114161_89_3_1_-1582_586","62114161_89_3_1_-1582",4846,"Octopoda","OCTOPUS",NA,3.534,1,89,32.4,2019,62114161,"SFA2EX",438,442,65,16.5226,59,40.1346,"Mollusca","Octopoda","EAZ","Skate","400-500 m","31-35",1
"62114163_89_3_1_-1583_605","62114163_89_3_1_-1583",4846,"Octopoda","OCTOPUS",81,10.295,NA,89,33.5,2019,62114163,"SFA2EX",497,500,65,34.7723,59,51.8354,"Mollusca","Octopoda","EAZ","Skate","400-500 m","31-35",1
"62114164_89_3_1_-1584_593","62114164_89_3_1_-1584",6967,"Themisto","HYPERID AMPHIPOD",NA,0.037,1,89,31.3,2019,62114164,"SFA2EX",485,490,65,44.42,60,5.7712,"Arthropoda","Amphipoda","EAZ","Skate","400-500 m","31-35",1
"62114169_892_3_1_-1585_790","62114169_892_3_1_-1585",451,"Boreogadus saida","ARCTIC COD",88,4.005,1,892,41.1,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","41-45",1
"62114169_892_3_1_-1586_793","62114169_892_3_1_-1586",436,"Gadidae","GADOIDS",88,6.629,1,892,36.1,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","36-40",1
"62114169_892_3_1_-1587_780","62114169_892_3_1_-1587",451,"Boreogadus saida","ARCTIC COD",88,4.85,1,892,33.1,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","31-35",1
"62114169_892_3_1_-1588_794","62114169_892_3_1_-1588",815,"Triglops nybelini","ARCTIC MAILED SCULPIN",88,16.805,1,892,29.3,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Perciformes","EAZ","Greenland halibut","100-200 m","26-30",1
"62114169_892_3_1_-1589_784","62114169_892_3_1_-1589",451,"Boreogadus saida","ARCTIC COD",88,3.09,1,892,27.9,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","26-30",1
"62114169_892_3_1_-1590_783","62114169_892_3_1_-1590",9998,"Empty","EMPTY",NA,NA,NA,892,24.4,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,NA,NA,"EAZ","Greenland halibut","100-200 m","21-25",1
"62114169_892_3_1_-1591_779","62114169_892_3_1_-1591",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",88,0,NA,892,23,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Pisces",NA,"EAZ","Greenland halibut","100-200 m","21-25",1
"62114169_892_3_1_-1592_781","62114169_892_3_1_-1592",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",88,0,NA,892,23.6,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Pisces",NA,"EAZ","Greenland halibut","100-200 m","21-25",1
"62114169_892_3_1_-1593_777","62114169_892_3_1_-1593",9998,"Empty","EMPTY",NA,NA,NA,892,20.5,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,NA,NA,"EAZ","Greenland halibut","100-200 m","16-20",1
"62114169_892_3_1_-1594_782","62114169_892_3_1_-1594",451,"Boreogadus saida","ARCTIC COD",88,2.598,1,892,19.7,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","16-20",1
"62114169_892_3_1_-1595_778","62114169_892_3_1_-1595",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",88,1.2,1,892,20.3,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Pisces",NA,"EAZ","Greenland halibut","100-200 m","16-20",1
"62114169_892_3_1_-1596_776","62114169_892_3_1_-1596",6967,"Themisto","HYPERID AMPHIPOD",81,0.262,NA,892,9.9,2019,62114169,"SFA2EX",145,144,66,11.2743,61,27.1763,"Arthropoda","Amphipoda","EAZ","Greenland halibut","100-200 m","6-10",1
"62114175_89_3_1_-1612_157","62114175_89_3_1_-1612",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.259,NA,89,18.1,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,NA,NA,"EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1613_164","62114175_89_3_1_-1613",6000,"Crustacea","CRUSTACEAN",81,1.198,NA,89,18.3,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Arthropoda",NA,"EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1614_165","62114175_89_3_1_-1614",4949,"Annelida","ANNELID",81,3.234,NA,89,23.3,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Annelida",NA,"EAZ","Skate","200-300 m","21-25",1
"62114175_89_3_1_-1615_180","62114175_89_3_1_-1615",8020,"","SHRIMP/SHRIMP SAMPLE",81,0.016,NA,89,19.1,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Arthropoda","Decapoda","EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1616_163","62114175_89_3_1_-1616",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.941,NA,89,18.4,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,NA,NA,"EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1617_153","62114175_89_3_1_-1617",6930,"Amphipoda","AMPHIPOD",81,0.011,NA,89,19.3,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Arthropoda","Amphipoda","EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1618_156","62114175_89_3_1_-1618",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.994,NA,89,17.9,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,NA,NA,"EAZ","Skate","200-300 m","16-20",1
"62114175_89_3_1_-1619_158","62114175_89_3_1_-1619",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.578,NA,89,19.9,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,NA,NA,"EAZ","Skate","200-300 m","16-20",1
"62114175_892_3_1_-1637_188","62114175_892_3_1_-1637",451,"Boreogadus saida","ARCTIC COD",88,13.693,1,892,36.2,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Chordata","Gadiformes","EAZ","Greenland halibut","200-300 m","36-40",1
"62114175_892_3_1_-1638_192","62114175_892_3_1_-1638",451,"Boreogadus saida","ARCTIC COD",88,5.392,1,892,35.3,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Chordata","Gadiformes","EAZ","Greenland halibut","200-300 m","31-35",1
"62114175_892_3_1_-1639_177","62114175_892_3_1_-1639",436,"Gadidae","GADOIDS",88,4.938,1,892,35.9,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Chordata","Gadiformes","EAZ","Greenland halibut","200-300 m","31-35",1
"62114175_892_3_1_-1640_166","62114175_892_3_1_-1640",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",81,2.139,NA,892,30.4,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Pisces",NA,"EAZ","Greenland halibut","200-300 m","26-30",1
"62114175_892_3_1_-1641_189","62114175_892_3_1_-1641",436,"Gadidae","GADOIDS",88,4.386,1,892,30.2,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Chordata","Gadiformes","EAZ","Greenland halibut","200-300 m","26-30",1
"62114175_892_3_1_-1642_184","62114175_892_3_1_-1642",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",88,0,NA,892,29.6,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Pisces",NA,"EAZ","Greenland halibut","200-300 m","26-30",1
"62114175_892_3_1_-1643_195","62114175_892_3_1_-1643",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",88,0,NA,892,23.2,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,"Pisces",NA,"EAZ","Greenland halibut","200-300 m","21-25",1
"62114175_892_3_1_-1644_155","62114175_892_3_1_-1644",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,1.329,NA,892,20.2,2019,62114175,"SFA2EX",272,272,65,39.9827,61,24.5501,NA,NA,"EAZ","Greenland halibut","200-300 m","16-20",1
"62114176_89_3_1_-1650_210","62114176_89_3_1_-1650",999,"Unidentifiable Pisces","UNIDENTIFIED FISH",81,33.153,NA,89,41.6,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,"Pisces",NA,"EAZ","Skate","100-200 m","41-45",1
"62114176_89_3_1_-1651_214","62114176_89_3_1_-1651",4949,"Annelida","ANNELID",81,0.862,NA,89,23.8,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,"Annelida",NA,"EAZ","Skate","100-200 m","21-25",1
"62114176_89_3_1_-1652_202","62114176_89_3_1_-1652",6999,"Ampelisca eschrichtii","GAMMARID AMPHIPOD",NA,0.402,3,89,24.6,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,"Arthropoda","Amphipoda","EAZ","Skate","100-200 m","21-25",1
"62114176_89_3_1_-1653_208","62114176_89_3_1_-1653",6930,"Amphipoda","AMPHIPOD",81,0.265,NA,89,17.9,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,"Arthropoda","Amphipoda","EAZ","Skate","100-200 m","16-20",1
"62114176_89_3_1_-1654_200","62114176_89_3_1_-1654",9998,"Empty","EMPTY",NA,NA,NA,89,22.8,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,NA,NA,"EAZ","Skate","100-200 m","21-25",1
"62114176_892_3_1_-1661_216","62114176_892_3_1_-1661",436,"Gadidae","GADOIDS",88,13.708,1,892,29.9,2019,62114176,"SFA2EX",169,172,65,39.2364,61,56.6672,"Chordata","Gadiformes","EAZ","Greenland halibut","100-200 m","26-30",1
"62114179_89_3_1_-1662_801","62114179_89_3_1_-1662",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.5,NA,89,22.1,2019,62114179,"SFA2EX",286,285,65,7.9371,60,39.3087,NA,NA,"EAZ","Skate","200-300 m","21-25",1
"62114184_89_3_1_-1663_805","62114184_89_3_1_-1663",6930,"Amphipoda","AMPHIPOD",81,0.376,NA,89,37.3,2019,62114184,"SFA2EX",267,265,65,7.329,60,57.742,"Arthropoda","Amphipoda","EAZ","Skate","200-300 m","36-40",1
"62114185_89_3_1_-1664_1917","62114185_89_3_1_-1664",6000,"Crustacea","CRUSTACEAN",81,0.544,NA,89,17.6,2019,62114185,"SFA2EX",268,267,65,13.7371,61,30.8493,"Arthropoda",NA,"EAZ","Skate","200-300 m","16-20",1
"62114185_892_3_1_-1668_1920","62114185_892_3_1_-1668",813,"Triglops","MAILED SCULPINS",88,2.729,1,892,32,2019,62114185,"SFA2EX",268,267,65,13.7371,61,30.8493,"Chordata","Perciformes","EAZ","Greenland halibut","200-300 m","31-35",1
"62114185_892_3_1_-1669_1915","62114185_892_3_1_-1669",6967,"Themisto","HYPERID AMPHIPOD",81,0.135,NA,892,10.4,2019,62114185,"SFA2EX",268,267,65,13.7371,61,30.8493,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","6-10",1
"62114185_892_3_1_-1670_1916","62114185_892_3_1_-1670",9980,"Unidentified Material","UNIDENTIFIED MATERIAL",NA,0.107,NA,892,10.6,2019,62114185,"SFA2EX",268,267,65,13.7371,61,30.8493,NA,NA,"EAZ","Greenland halibut","200-300 m","6-10",1
"62114185_892_3_1_-1671_1913","62114185_892_3_1_-1671",6967,"Themisto","HYPERID AMPHIPOD",81,0.246,NA,892,10.3,2019,62114185,"SFA2EX",268,267,65,13.7371,61,30.8493,"Arthropoda","Amphipoda","EAZ","Greenland halibut","200-300 m","6-10",1
"62114186_89_3_1_-1672_1354","62114186_89_3_1_-1672",2570,"Unidentifiable Priapulida","PRIAPULID",NA,0.945,1,89,24.2,2019,62114186,"SFA2EX",246,249,64,53.9605,61,22.8059,"Priapulida",NA,"EAZ","Skate","200-300 m","21-25",1
"62114187_90_3_1_-1676_266","62114187_90_3_1_-1676",9998,"Empty","EMPTY",NA,NA,NA,90,40.4,2019,62114187,"SFA2EX",261,262,64,47.7399,61,22.923,NA,NA,"EAZ","Skate","200-300 m","36-40",1
